incident_id,probability,is_real_incident,last_order_end,after_order_start,gap_minutes,total_after_distance_km,max_jump_distance_km,mean_speed_kmh,median_speed_kmh,max_speed_kmh,bearing_changes,static_segments_ratio,radius_from_start_m,coordinate_stability_m,return_count,after_order_start_hour,after_track_duration_minutes,bearing_changes_ratio,full_stop_count,linearity
21556,0,0,0001-01-01T00:00:00,2025-03-08T19:30:03.079000,1064617650.0513167,225.605,47.897,260.38,7.06,1481.78,1,0.467,33093.57,17967.92,6,19,39.03,0.034,6,0.002
21555,0,0,0001-01-01T00:00:00,2025-03-08T01:01:10.947000,1064616541.1824499,1731.571,50.812,85.12,0.0,1580.45,65,0.783,50785.49,12977.56,471,1,1147.39,0.107,474,0.021
21554,0,0,0001-01-01T00:00:00,2025-03-08T17:02:29.295000,1064617502.48825,0.127,0.022,0.2,0.02,16.49,18,0.99,35.64,6.52,99,17,185.78,0.182,95,0.217
21553,0,0,0001-01-01T00:00:00,2025-03-08T19:09:39.919000,1064617629.6653167,378.044,49.817,389.1,57.8,1481.88,3,0.0,40938.14,19861.8,3,19,58.09,0.107,0,0.055
21552,0,0,0001-01-01T00:00:00,2025-03-08T20:03:30.671000,1064617683.5111833,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,4,20,4.98,0.0,3,0
21551,0,0,0001-01-01T00:00:00,2025-03-08T18:41:03.676000,1064617601.0612667,121.701,3.032,93.66,92.39,499.27,35,0.083,3116.08,1555.15,1,18,86.08,0.745,2,0.022
21550,55,1,0001-01-01T00:00:00,2025-03-08T19:37:07.006000,1064617657.1167666,0.72,0.082,2.01,1.76,8.25,0,0.321,446.22,149.4,17,19,29.35,0.0,5,0.62
21549,0,0,0001-01-01T00:00:00,2025-03-08T18:14:30.655000,1064617574.5109166,710.546,49.051,377.76,19.27,1938.78,2,0.32,41253.62,20133.16,11,18,112.66,0.027,24,0.029
21548,45,0,0001-01-01T00:00:00,2025-03-08T19:56:27.568000,1064617676.4594667,0.013,0.007,0.05,0.02,0.15,2,1.0,4.77,3.31,5,19,9.01,0.4,2,0.282
21547,0,0,0001-01-01T00:00:00,2025-03-08T18:38:31.555000,1064617598.5259167,125.251,3.03,86.38,92.75,102.51,8,0.022,3122.46,1559.6,1,18,87.43,0.178,1,0.02
21546,0,0,0001-01-01T00:00:00,2025-03-08T17:28:39.722000,1064617528.6620333,0.222,0.01,0.29,0.07,15.73,31,0.966,22.86,5.32,86,17,156.47,0.36,82,0.092
21545,65,0,0001-01-01T00:00:00,2025-03-08T19:06:16.373000,1064617626.2728833,38.783,19.852,47.5,0.0,610.29,1,0.92,18875.66,8842.88,3,19,58.84,0.042,22,0.031
21544,0,0,0001-01-01T00:00:00,2025-03-08T17:59:35.121000,1064617559.58535,294.076,7.028,293.44,139.49,7078.75,0,0.314,18314.43,8982.94,1,17,124.89,0.0,0,0.033
21543,0,0,0001-01-01T00:00:00,2025-03-08T17:09:30.695000,1064617509.5115833,155.977,14.07,52.41,59.73,410.28,39,0.427,15614.53,5300.01,17,17,174.95,0.443,36,0.085
21542,55,1,0001-01-01T00:00:00,2025-03-08T19:39:22.998000,1064617659.3833001,0.54,0.073,1.44,1.32,4.13,3,0.381,447.77,144.28,14,19,25.0,0.15,4,0.829
21541,0,0,0001-01-01T00:00:00,2025-03-08T19:57:17.367000,1064617677.2894499,0.0,0.0,0.84,0.0,9.4,2,0.917,0.11,0.06,11,19,6.9,0.182,3,0.333
21539,0,0,0001-01-01T00:00:00,2025-03-08T14:27:57.973000,1064617347.9662167,376.945,19.554,142.33,0.0,5684.29,1,0.673,29566.04,12233.74,77,14,335.91,0.005,106,0.074
21538,0,0,0001-01-01T00:00:00,2025-03-08T18:46:49.446000,1064617606.8241,453.413,48.299,334.31,25.3,1431.84,5,0.3,49824.1,19638.05,0,18,77.02,0.128,11,0.023
21537,0,0,0001-01-01T00:00:00,2025-03-07T19:18:41.613000,1064616198.69355,350.834,12.978,13.42,0.02,396.5,142,0.851,10823.19,6296.33,2,19,1484.98,0.175,652,0.023
21536,0,0,0001-01-01T00:00:00,2025-03-08T18:00:59.175000,1064617560.98625,157.21,3.156,76.94,92.07,95.85,48,0.129,3656.91,1564.45,1,18,122.77,0.787,8,0.018
21535,0,0,0001-01-01T00:00:00,2025-03-08T14:38:56.147000,1064617358.9357834,203.279,11.102,56.87,0.03,2801.56,30,0.643,11157.08,4930.37,117,14,325.33,0.102,120,0.055
21533,65,0,0001-01-01T00:00:00,2025-03-08T19:55:14.702000,1064617675.2450334,13.896,10.132,168.43,59.8,421.12,1,0.0,11315.87,4956.58,0,19,8.03,0.25,0,0.814
21532,0,0,0001-01-01T00:00:00,2025-03-07T19:49:14.042000,1064616229.2340333,327.133,9.842,13.43,0.01,305.99,171,0.844,9522.07,5046.85,4,19,1453.87,0.23,624,0.021
21531,0,0,0001-01-01T00:00:00,2025-03-08T18:38:01.849000,1064617598.0308167,114.804,3.069,80.2,90.1,120.83,33,0.091,3128.83,1561.07,1,18,85.05,0.767,3,0.026
21529,0,0,0001-01-01T00:00:00,2025-03-08T17:25:42.555000,1064617525.70925,218.133,3.026,82.52,92.39,237.19,51,0.094,3146.56,1553.55,2,17,156.81,0.607,5,0.003
21528,0,0,0001-01-01T00:00:00,2025-03-08T17:11:28.046000,1064617511.4674333,237.817,3.133,91.26,91.24,451.66,73,0.056,3125.98,1553.15,4,17,171.02,0.83,5,0.0
21527,0,0,0001-01-01T00:00:00,2025-03-08T18:05:02.849000,1064617565.0474833,154.091,3.159,64.03,91.31,97.25,37,0.27,3176.91,1581.72,16,18,117.36,0.507,7,0.021
21526,0,0,0001-01-01T00:00:00,2025-03-08T19:38:57.472000,1064617658.9578667,30.525,3.026,112.49,92.9,678.93,3,0.2,3126.27,1464.67,1,19,23.38,0.214,2,0.05
21525,0,0,0001-01-01T00:00:00,2025-03-08T18:58:12.953000,1064617618.2158834,84.769,3.042,83.26,92.65,222.02,23,0.088,3134.35,1555.88,1,18,64.09,0.697,3,0.021
21524,0,0,0001-01-01T00:00:00,2025-03-07T18:37:14.456000,1064616157.2409333,331.984,21.706,12.95,0.01,670.88,161,0.871,33232.5,6212.75,0,18,1525.01,0.202,679,0.019
21523,0,0,0001-01-01T00:00:00,2025-03-08T18:06:19.950000,1064617566.3325,165.339,3.033,1447.47,92.48,62845.27,52,0.048,3137.25,1554.74,2,18,115.99,0.852,3,0.011
21522,0,0,0001-01-01T00:00:00,2025-03-07T19:01:56.700000,1064616181.9449999,471.922,26.233,18.38,0.0,803.95,16,0.914,26011.33,6026.79,59,19,1500.58,0.021,683,0.025
21521,0,0,0001-01-01T00:00:00,2025-03-08T18:16:32.066000,1064617576.5344334,149.059,3.052,84.52,91.23,94.15,46,0.038,3129.69,1558.61,1,18,105.73,0.885,2,0.012
21520,0,0,0001-01-01T00:00:00,2025-03-07T21:24:01.571000,1064616324.0261834,278.629,10.44,12.11,0.05,312.91,215,0.866,10449.82,4161.48,70,21,1358.2,0.308,596,0.027
21518,0,0,0001-01-01T00:00:00,2025-03-08T18:19:45.995000,1064617579.7665833,86.8,3.102,51.25,67.92,109.79,8,0.415,3132.6,1467.73,0,18,102.33,0.154,22,0.035
21517,0,0,0001-01-01T00:00:00,2025-03-08T19:58:08.319000,1064617678.1386501,0.01,0.009,0.65,0.09,2.43,0,0.75,9.37,3.74,3,19,3.36,0.0,1,0.97
21516,0,0,0001-01-01T00:00:00,2025-03-08T19:38:08.589000,1064617658.14315,129.907,49.048,314.37,145.52,1515.62,2,0.0,49297.37,17743.16,0,19,24.12,0.143,0,0.079
21515,0,0,0001-01-01T00:00:00,2025-03-08T18:19:43.448000,1064617579.7241333,63.183,3.154,36.65,0.0,96.12,16,0.558,3137.14,1401.35,1,18,102.44,0.314,29,0.005
21514,0,0,0001-01-01T00:00:00,2025-03-08T18:09:43.232000,1064617569.7205334,106.024,3.131,56.31,90.42,127.43,30,0.362,3232.98,1573.85,4,18,112.45,0.526,21,0.019
21513,0,0,0001-01-01T00:00:00,2025-03-08T19:13:15.953000,1064617633.2658833,64.513,3.034,76.35,92.01,96.1,18,0.154,3121.73,1551.59,0,19,48.88,0.72,3,0.026
21512,0,0,0001-01-01T00:00:00,2025-03-08T18:45:51.186000,1064617605.8531,109.24,3.063,85.54,90.27,93.84,33,0.026,3126.03,1556.5,1,18,76.41,0.868,1,0.02
21511,0,0,0001-01-01T00:00:00,2025-03-08T17:13:20.554000,1064617513.3425667,226.974,3.039,84.02,92.1,378.7,66,0.08,3122.73,1558.42,0,17,168.81,0.767,7,0.014
21509,0,0,0001-01-01T00:00:00,2025-03-08T17:34:12.221000,1064617534.2036834,212.738,3.046,86.31,92.28,95.89,66,0.04,3126.15,1558.5,1,17,147.89,0.892,3,0.01
21508,60,0,0001-01-01T00:00:00,2025-03-08T19:57:06.487000,1064617677.1081166,12.099,9.75,219.47,24.54,884.17,0,0.333,8502.54,4121.62,0,19,5.63,0.0,0,0.702
21506,0,0,0001-01-01T00:00:00,2025-03-08T17:24:29.455000,1064617524.4909167,215.019,3.078,81.92,92.26,95.4,64,0.075,3129.16,1570.01,0,17,157.6,0.81,6,0.012
21505,0,0,0001-01-01T00:00:00,2025-03-08T17:49:33.015000,1064617549.5502499,177.888,3.129,82.31,91.44,367.05,49,0.1,3132.31,1557.96,3,17,132.59,0.71,5,0.014
21504,0,0,0001-01-01T00:00:00,2025-03-08T18:30:19.061000,1064617590.3176833,120.606,3.081,77.03,90.71,95.36,35,0.106,3155.46,1560.55,0,18,91.83,0.761,4,0.004
21501,0,0,0001-01-01T00:00:00,2025-03-08T19:09:05.201000,1064617629.0866833,74.025,3.039,81.26,92.54,97.41,1,0.107,3139.97,1558.26,0,19,52.88,0.037,2,0.027
21500,0,0,0001-01-01T00:00:00,2025-03-08T19:14:44.873000,1064617634.7478833,69.765,3.19,104.7,92.35,393.72,19,0.037,3232.79,1552.27,2,19,47.31,0.731,0,0.038
21499,0,0,0001-01-01T00:00:00,2025-03-08T18:18:59.927000,1064617578.9987833,0.06,0.009,0.05,0.02,0.56,12,1.0,9.16,2.82,65,18,103.05,0.185,53,0.07
21498,0,0,0001-01-01T00:00:00,2025-03-08T18:12:29.746000,1064617572.4957668,150.702,3.063,82.74,92.56,107.92,41,0.054,3124.94,1561.04,2,18,109.4,0.745,3,0.003
21497,0,0,0001-01-01T00:00:00,2025-03-08T18:42:45.111000,1064617602.75185,109.888,3.045,91.58,91.53,513.6,33,0.07,3122.35,1547.28,2,18,79.13,0.786,2,0.025
21495,0,0,0001-01-01T00:00:00,2025-03-08T17:54:39.462000,1064617554.6577,191.072,3.063,90.81,77.45,134.23,6,0.082,3125.62,1557.86,5,17,127.83,0.071,7,0.015
21494,0,0,0001-01-01T00:00:00,2025-03-08T18:45:47.666000,1064617605.7944334,107.597,3.025,86.34,92.68,167.36,17,0.071,3125.77,1543.33,1,18,76.03,0.405,2,0.012
21493,0,0,0001-01-01T00:00:00,2025-03-08T18:46:07.920000,1064617606.132,106.645,3.03,85.23,92.55,112.14,2,0.05,3125.25,1553.0,1,18,75.68,0.051,2,0.019
21491,0,0,0001-01-01T00:00:00,2025-03-07T20:40:15.619000,1064616280.2603167,278.384,9.009,12.89,0.03,376.05,123,0.871,15080.43,3741.33,18,20,1401.96,0.139,747,0.053
21490,0,0,0001-01-01T00:00:00,2025-03-08T14:48:59.321000,1064617368.9886833,270.135,11.462,49.93,82.42,353.5,94,0.454,12212.8,5409.07,67,14,312.82,0.58,68,0.045
21488,0,0,0001-01-01T00:00:00,2025-03-08T19:54:59.707000,1064617674.9951167,0.001,0.0,0.02,0.0,0.1,0,1.0,0.42,0.19,6,19,6.83,0.0,4,0.195
21487,0,0,0001-01-01T00:00:00,2025-03-08T19:01:50.145000,1064617621.83575,89.162,3.124,86.41,92.22,222.82,25,0.061,3123.76,1557.13,1,19,59.92,0.781,0,0.03
21486,60,0,0001-01-01T00:00:00,2025-03-08T19:53:02.245000,1064617673.0374167,11.525,3.021,88.97,93.17,128.42,0,0.0,3125.91,1543.49,0,19,8.63,0.0,0,0.271
21485,0,0,0001-01-01T00:00:00,2025-03-08T13:11:27.800000,1064617271.4633334,85.764,8.998,40.97,0.02,2381.9,49,0.771,11790.12,4876.99,147,13,410.25,0.156,186,0.125
21484,0,0,0001-01-01T00:00:00,2025-03-08T18:03:16.895000,1064617563.2815833,159.875,3.085,81.26,91.12,111.26,45,0.083,3105.82,1560.69,3,18,118.43,0.763,5,0.006
21483,0,0,0001-01-01T00:00:00,2025-03-08T18:41:01.568000,1064617601.0261333,98.52,3.086,81.05,90.69,282.22,27,0.116,4090.5,1668.74,2,18,80.7,0.643,5,0.012
21482,0,0,0001-01-01T00:00:00,2025-03-08T18:01:05.018000,1064617561.0836333,179.12,3.1,85.19,92.61,114.59,38,0.062,3130.08,1556.26,2,18,120.47,0.594,1,0.015
21481,0,0,0001-01-01T00:00:00,2025-03-07T20:56:28.865000,1064616296.4810833,278.911,11.612,11.83,0.01,357.51,81,0.881,9577.73,5085.25,283,20,1385.07,0.111,630,0.026
21480,0,0,0001-01-01T00:00:00,2025-03-07T15:17:39.233000,1064615957.6538833,236.402,16.651,374.31,0.0,233510.26,103,0.916,17332.79,3113.83,830,15,1723.9,0.11,807,0.013
21479,0,0,0001-01-01T00:00:00,2025-03-08T18:46:37.016000,1064617606.6169333,105.763,3.081,104.91,92.35,945.05,32,0.049,3125.3,1544.57,2,18,75.02,0.8,1,0.027
21478,0,0,0001-01-01T00:00:00,2025-03-08T18:19:20.356000,1064617579.3392667,132.679,3.148,88.05,92.02,626.83,37,0.132,3135.19,1558.11,0,18,102.3,0.712,7,0.024
21477,0,0,0001-01-01T00:00:00,2025-03-08T17:53:18.325000,1064617553.3054166,185.393,3.139,123.8,92.79,1334.9,57,0.07,3126.78,1555.09,5,17,128.26,0.814,3,0.0
21475,0,0,0001-01-01T00:00:00,2025-03-08T19:01:07.660000,1064617621.1276667,87.011,3.04,85.83,92.71,95.3,26,0.032,3130.44,1559.89,0,19,60.33,0.867,1,0.02
21474,0,0,0001-01-01T00:00:00,2025-03-08T17:14:42.363000,1064617514.70605,163.936,3.097,58.26,90.17,96.37,45,0.318,3349.32,1585.03,13,17,166.75,0.536,26,0.02
21473,0,0,0001-01-01T00:00:00,2025-03-08T17:07:07.516000,1064617507.1252667,208.552,3.064,71.77,92.5,96.16,60,0.169,3137.87,1559.6,1,17,174.26,0.682,15,0.004
21472,0,0,0001-01-01T00:00:00,2025-03-08T19:41:53.974000,1064617661.8995667,27.115,3.021,83.62,92.95,95.33,1,0.1,3121.63,1545.76,0,19,19.43,0.111,1,0.085
21471,0,0,0001-01-01T00:00:00,2025-03-08T18:41:49.318000,1064617601.8219666,116.166,3.071,85.51,91.73,96.71,36,0.049,3134.31,1560.54,0,18,79.57,0.9,1,0.025
21470,0,0,0001-01-01T00:00:00,2025-03-08T18:05:02.881000,1064617565.0480167,171.857,3.036,87.37,92.9,96.19,13,0.033,3137.91,1558.58,1,18,116.26,0.217,1,0.018
21469,0,0,0001-01-01T00:00:00,2025-03-08T18:03:27.029000,1064617563.4504833,174.674,3.084,88.99,92.66,110.53,18,0.016,3126.33,1559.97,3,18,117.88,0.3,1,0.007
21468,0,0,0001-01-01T00:00:00,2025-03-08T18:03:20.675000,1064617563.3445834,164.028,3.166,83.74,91.34,120.44,48,0.067,3138.89,1544.86,1,18,118.04,0.814,4,0.008
21467,0,0,0001-01-01T00:00:00,2025-03-08T17:39:22.905000,1064617539.38175,213.575,12.987,92.94,92.25,397.26,62,0.054,12946.89,2032.68,3,17,141.99,0.849,3,0.061
21466,0,0,0001-01-01T00:00:00,2025-03-08T18:40:33.277000,1064617600.5546167,105.811,3.19,78.73,92.72,97.9,30,0.122,3083.31,1562.63,2,18,80.78,0.75,5,0.013
21465,0,0,0001-01-01T00:00:00,2025-03-08T17:46:39.846000,1064617546.6641,199.119,3.023,85.88,92.64,97.24,5,0.042,3126.0,1557.62,3,17,134.58,0.07,1,0.016
21464,0,0,0001-01-01T00:00:00,2025-03-08T19:27:39.148000,1064617647.6524667,47.23,3.042,84.28,91.56,94.38,14,0.059,3130.67,1553.08,0,19,33.65,0.875,1,0.043
21463,0,0,0001-01-01T00:00:00,2025-03-08T18:54:53.150000,1064617614.8858334,89.383,3.058,124.05,92.04,830.51,27,0.077,3128.3,1527.45,1,18,66.41,0.711,3,0.02
21461,0,0,0001-01-01T00:00:00,2025-03-08T17:11:16.764000,1064617511.2794,1043.546,48.75,366.16,47.71,1744.25,19,0.182,47537.42,20319.34,4,17,169.96,0.218,14,0.011
21459,0,0,0001-01-01T00:00:00,2025-03-08T18:11:05.363000,1064617571.0893834,156.168,3.024,85.36,93.12,120.02,16,0.053,3127.4,1557.83,0,18,110.07,0.286,3,0.012
21458,0,0,0001-01-01T00:00:00,2025-03-08T18:02:21.076000,1064617562.3512666,169.767,3.102,429.47,91.87,21508.87,52,0.065,3187.12,1552.8,2,18,118.85,0.839,3,0.002
21457,0,0,0001-01-01T00:00:00,2025-03-08T19:43:25.223000,1064617663.4203833,24.711,3.051,313.47,91.59,3019.29,7,0.25,3123.57,1521.0,0,19,17.71,0.636,1,0.115
21456,0,0,0001-01-01T00:00:00,2025-03-08T18:56:42.707000,1064617616.7117833,89.581,3.024,83.52,92.0,96.59,21,0.061,3127.38,1555.89,2,18,64.33,0.656,2,0.035
21455,0,0,0001-01-01T00:00:00,2025-03-08T18:05:07.764000,1064617565.1294,153.445,3.05,113.13,92.3,2166.29,45,0.097,3126.64,1546.67,3,18,115.87,0.738,5,0.02
21454,0,0,0001-01-01T00:00:00,2025-03-08T18:35:03.687000,1064617595.0614499,117.904,4.455,82.5,90.91,172.55,32,0.089,3569.67,1644.68,1,18,85.99,0.727,3,0.015
21453,0,0,0001-01-01T00:00:00,2025-03-08T18:03:52.624000,1064617563.8770667,172.342,3.063,124.89,92.73,2445.48,37,0.031,2950.63,1532.48,0,18,117.08,0.587,1,0.006
21452,0,0,0001-01-01T00:00:00,2025-03-08T18:48:11.310000,1064617608.1884999,104.177,3.049,100.05,91.63,406.4,32,0.05,3116.55,1556.64,1,18,72.87,0.821,2,0.027
21450,0,0,0001-01-01T00:00:00,2025-03-08T19:19:52.752000,1064617639.8792,55.818,3.034,84.91,92.7,147.92,6,0.045,3138.4,1550.47,1,19,40.86,0.286,1,0.056
21449,55,1,0001-01-01T00:00:00,2025-03-08T19:37:07.006000,1064617657.1167666,0.505,0.082,1.98,1.67,8.25,0,0.36,237.08,87.56,17,19,23.61,0.0,5,0.47
21448,60,0,0001-01-01T00:00:00,2025-03-08T19:50:46.296000,1064617670.7716,13.957,3.083,84.03,89.6,94.3,3,0.0,3140.8,1486.91,0,19,9.96,0.75,0,0.088
21447,0,0,0001-01-01T00:00:00,2025-03-08T16:08:25.019000,1064617448.4169832,256.772,9.868,61.67,91.64,392.42,77,0.333,12946.64,5358.34,37,16,232.23,0.602,33,0.049
21446,0,0,0001-01-01T00:00:00,2025-03-08T19:02:31.639000,1064617622.5273167,347.645,48.81,342.65,15.04,1998.89,2,0.475,49083.78,20470.42,6,19,58.52,0.051,18,0.023
21445,0,0,0001-01-01T00:00:00,2025-03-08T11:25:28.885000,1064617165.4814167,26.6,10.536,3.07,0.01,328.07,42,0.97,13553.6,5013.31,206,11,514.55,0.157,254,0.42
21444,45,0,0001-01-01T00:00:00,2025-03-08T18:33:52.315000,1064617593.8719167,0.49,0.49,0.26,0.0,19.31,2,0.986,489.5,110.3,68,18,86.75,0.028,51,1.0
21443,0,0,0001-01-01T00:00:00,2025-03-08T19:05:32.883000,1064617625.54805,321.485,47.655,426.24,7.14,4357.22,2,0.487,49545.28,20208.95,4,19,53.02,0.053,15,0.006
21442,70,0,0001-01-01T00:00:00,2025-03-07T13:54:34.708000,1064615874.5784667,11.711,0.786,2.05,0.0,56.18,37,0.848,5405.7,2214.13,616,13,1804.77,0.033,855,0.406
21440,0,0,0001-01-01T00:00:00,2025-03-08T18:27:07.886000,1064617587.1314334,568.966,48.248,368.72,51.41,1445.36,5,0.326,49498.21,19391.33,0,18,92.11,0.111,15,0.004
21439,0,0,0001-01-01T00:00:00,2025-03-07T19:01:49.504000,1064616181.8250667,2977.967,55.688,107.43,0.0,1878.37,29,0.562,56224.61,16026.47,3,19,1496.59,0.034,381,0.005
21438,0,0,0001-01-01T00:00:00,2025-03-07T19:03:36.307000,1064616183.6051166,3535.751,72.868,124.07,0.0,2171.16,55,0.607,56764.03,19667.85,0,19,1495.57,0.063,449,0.005
21437,0,0,0001-01-01T00:00:00,2025-03-08T17:06:37.106000,1064617506.6184334,853.683,66.189,222.39,82.33,2666.23,5,0.358,66198.41,19917.68,7,17,171.71,0.033,19,0.048
21436,0,0,0001-01-01T00:00:00,2025-03-07T19:44:02.223000,1064616224.03705,1758.014,66.201,70.13,0.0,1949.51,27,0.573,61305.77,9477.3,0,19,1454.25,0.036,405,0.013
21435,55,0,0001-01-01T00:00:00,2025-03-08T19:39:22.998000,1064617659.3833001,0.343,0.073,1.35,1.16,4.13,3,0.444,253.06,80.3,14,19,18.94,0.176,4,0.738
21434,0,0,0001-01-01T00:00:00,2025-03-08T18:07:50.697000,1064617567.84495,341.973,64.332,187.22,123.18,1964.59,0,0.169,65499.96,18166.26,0,18,110.06,0.0,4,0.077
21433,0,0,0001-01-01T00:00:00,2025-03-07T18:35:47.983000,1064616155.7997167,2085.801,66.502,76.28,0.0,2000.04,22,0.618,50658.76,10830.57,13,18,1522.36,0.027,460,0.005
21432,0,0,0001-01-01T00:00:00,2025-03-08T18:34:58.437000,1064617594.9739499,121.376,3.053,195.91,91.76,5121.78,36,0.044,3131.64,1558.39,2,18,82.74,0.818,0,0.026
21431,0,0,0001-01-01T00:00:00,2025-03-08T19:31:26.987000,1064617651.4497833,25.773,9.053,35.32,0.0,267.47,2,0.68,10283.75,4505.12,7,19,26.47,0.083,8,0.367
21429,0,0,0001-01-01T00:00:00,2025-03-07T20:35:36.419000,1064616275.6069833,259.09,12.369,11.01,0.02,366.91,160,0.874,12100.23,5601.41,0,20,1401.21,0.223,621,0.02
21428,0,0,0001-01-01T00:00:00,2025-03-08T19:44:54.372000,1064617664.9062,0.009,0.005,0.03,0.02,0.16,2,1.0,7.07,2.74,8,19,11.8,0.25,6,0.765
21427,75,0,0001-01-01T00:00:00,2025-03-08T19:02:26.023000,1064617622.4337167,23.69,3.222,27.09,0.0,101.24,1,0.556,4043.86,1800.92,1,19,53.24,0.038,15,0.096
21426,0,0,0001-01-01T00:00:00,2025-03-08T17:26:39.950000,1064617526.6658332,880.803,48.756,352.35,14.75,1474.89,10,0.347,33557.65,19960.76,4,17,147.1,0.135,25,0.038
21425,0,0,0001-01-01T00:00:00,2025-03-08T19:31:24.390000,1064617651.4065,146.957,47.575,402.51,44.31,1401.97,2,0.273,33870.87,19896.61,2,19,21.97,0.2,3,0.226
21424,0,0,0001-01-01T00:00:00,2025-03-08T15:38:11.523000,1064617418.1920501,1507.183,49.385,336.45,11.56,1507.27,13,0.274,33044.89,19916.6,0,15,254.36,0.097,30,0.022
21423,0,0,0001-01-01T00:00:00,2025-03-08T11:25:28.885000,1064617165.4814167,20.676,10.536,2.44,0.01,328.07,40,0.977,13473.81,4922.97,206,11,506.65,0.152,252,0.565
21422,70,0,0001-01-01T00:00:00,2025-03-08T19:36:08.761000,1064617656.1460167,2.043,0.706,6.5,0.09,21.23,1,0.625,783.54,385.16,1,19,15.89,0.143,3,0.358
21421,0,0,0001-01-01T00:00:00,2025-03-08T18:34:58.437000,1064617594.9739499,113.727,3.053,204.36,92.42,5121.78,33,0.048,3131.64,1557.23,2,18,76.81,0.805,0,0.006
21420,0,0,0001-01-01T00:00:00,2025-03-08T19:32:05.889000,1064617652.09815,147.462,48.199,723.82,10.73,7809.43,2,0.412,33443.65,20288.48,1,19,20.28,0.125,4,0.227
21419,0,0,0001-01-01T00:00:00,2025-03-08T19:42:03.747000,1064617662.06245,0.45,0.224,209.91,0.12,1043.34,2,0.6,223.74,81.98,4,19,8.2,0.5,2,0.018
21418,0,0,0001-01-01T00:00:00,2025-03-08T19:09:39.919000,1064617629.6653167,259.167,49.817,387.76,58.11,1481.88,2,0.0,40934.3,19579.23,2,19,40.04,0.105,0,0.081
21417,0,0,0001-01-01T00:00:00,2025-03-08T18:14:30.655000,1064617574.5109166,598.278,48.597,379.48,19.38,1938.78,2,0.302,41253.62,19863.89,9,18,94.49,0.032,19,0.035
21416,0,0,0001-01-01T00:00:00,2025-03-08T18:26:04.922000,1064617586.0820333,103.954,11.629,78.79,91.4,352.62,17,0.209,13778.44,3901.01,1,18,82.27,0.405,9,0.016
21415,0,0,0001-01-01T00:00:00,2025-03-08T17:04:25.158000,1064617504.4193,1046.094,48.216,405.65,44.68,3384.29,8,0.262,41548.73,19536.88,1,17,163.75,0.096,21,0.021
21414,70,1,0001-01-01T00:00:00,2025-03-08T19:03:55.910000,1064617623.9318334,1.056,0.283,1.3,0.23,8.61,8,0.72,270.45,94.11,20,19,44.07,0.333,16,0.034
21413,0,0,0001-01-01T00:00:00,2025-03-08T19:31:26.987000,1064617651.4497833,21.454,9.053,39.23,0.0,267.47,1,0.684,10283.75,4641.39,7,19,16.91,0.056,4,0.34
21412,0,0,0001-01-01T00:00:00,2025-03-08T18:31:18.546000,1064617591.3090999,483.581,47.613,375.46,58.63,1454.29,10,0.103,40822.87,19213.82,4,18,76.03,0.263,4,0.043
21411,0,0,0001-01-01T00:00:00,2025-03-08T16:42:52.599000,1064617482.87665,396.925,25.439,116.05,141.55,792.73,4,0.276,29432.4,9896.73,4,16,183.92,0.038,17,0.05
21410,70,0,0001-01-01T00:00:00,2025-03-08T13:13:54.049000,1064617273.9008167,2.195,0.78,0.28,0.0,23.49,22,0.974,841.26,58.49,26,13,392.41,0.117,184,0.048
21409,0,0,0001-01-01T00:00:00,2025-03-08T19:39:11.771000,1064617659.1961834,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,8,19,6.86,0.0,4,0
21408,0,0,0001-01-01T00:00:00,2025-03-08T19:41:49.246000,1064617661.8207667,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,4,19,3.91,0.0,1,0
21407,0,0,0001-01-01T00:00:00,2025-03-08T18:46:49.446000,1064617606.8241,351.196,48.299,333.28,35.98,1429.41,5,0.258,49824.1,19285.0,0,18,59.02,0.167,7,0.027
21406,0,0,0001-01-01T00:00:00,2025-03-08T19:39:55.843000,1064617659.9307168,0.008,0.007,2.46,0.11,11.22,2,0.667,7.37,2.56,5,19,5.8,0.4,3,0.956
21405,0,0,0001-01-01T00:00:00,2025-03-08T19:05:32.883000,1064617625.54805,219.601,47.655,421.56,3.57,4357.22,2,0.5,49545.28,20189.44,4,19,39.49,0.069,11,0.046
21404,65,0,0001-01-01T00:00:00,2025-03-08T19:37:15.197000,1064617657.2532833,2.7,2.666,19.48,0.39,76.89,0,0.75,2666.03,1059.43,0,19,8.03,0.0,3,0.984
21403,0,0,0001-01-01T00:00:00,2025-03-08T17:11:16.764000,1064617511.2794,930.262,48.75,360.44,47.71,1744.25,18,0.163,47537.42,20325.93,4,17,153.97,0.228,11,0.012
21402,0,0,0001-01-01T00:00:00,2025-03-08T19:40:52.097000,1064617660.8682834,0.002,0.0,0.09,0.01,0.41,2,1.0,0.67,0.3,7,19,4.93,0.286,2,0.208
21401,45,1,0001-01-01T00:00:00,2025-03-08T18:04:16.661000,1064617564.2776834,0.611,0.5,0.28,0.0,14.91,6,0.984,502.21,85.79,61,18,98.3,0.095,50,0.822
21400,60,0,0001-01-01T00:00:00,2025-03-08T19:38:08.589000,1064617658.14315,13.098,10.65,199.29,191.46,431.82,1,0.0,10219.01,3658.29,0,19,6.04,0.2,0,0.78
